StudentID,CourseCode
Std_ID_170,CourseCode_01
Std_ID_077,CourseCode_01
Std_ID_097,CourseCode_01
Std_ID_202,CourseCode_01
Std_ID_080,CourseCode_01
Std_ID_126,CourseCode_01
Std_ID_112,CourseCode_01
Std_ID_175,CourseCode_01
Std_ID_180,CourseCode_01
Std_ID_139,CourseCode_01
Std_ID_181,CourseCode_01
Std_ID_222,CourseCode_01
Std_ID_243,CourseCode_01
Std_ID_167,CourseCode_01
Std_ID_136,CourseCode_01
Std_ID_021,CourseCode_01
Std_ID_041,CourseCode_01
Std_ID_231,CourseCode_01
Std_ID_062,CourseCode_01
Std_ID_138,CourseCode_01
Std_ID_236,CourseCode_01
Std_ID_221,CourseCode_01
Std_ID_006,CourseCode_01
Std_ID_135,CourseCode_01
Std_ID_209,CourseCode_01
Std_ID_239,CourseCode_01
Std_ID_043,CourseCode_01
Std_ID_182,CourseCode_01
Std_ID_246,CourseCode_01
Std_ID_083,CourseCode_01
Std_ID_056,CourseCode_01
Std_ID_047,CourseCode_01
Std_ID_193,CourseCode_01
Std_ID_107,CourseCode_01
Std_ID_216,CourseCode_01
Std_ID_005,CourseCode_01
Std_ID_096,CourseCode_01
Std_ID_140,CourseCode_01
Std_ID_233,CourseCode_01
Std_ID_168,CourseCode_01
Std_ID_238,CourseCode_02
Std_ID_132,CourseCode_02
Std_ID_079,CourseCode_02
Std_ID_139,CourseCode_02
Std_ID_116,CourseCode_02
Std_ID_093,CourseCode_02
Std_ID_190,CourseCode_02
Std_ID_121,CourseCode_02
Std_ID_108,CourseCode_02
Std_ID_005,CourseCode_02
Std_ID_210,CourseCode_02
Std_ID_018,CourseCode_02
Std_ID_152,CourseCode_02
Std_ID_033,CourseCode_02
Std_ID_199,CourseCode_02
Std_ID_073,CourseCode_02
Std_ID_193,CourseCode_02
Std_ID_220,CourseCode_02
Std_ID_222,CourseCode_02
Std_ID_188,CourseCode_02
Std_ID_217,CourseCode_02
Std_ID_008,CourseCode_02
Std_ID_123,CourseCode_02
Std_ID_159,CourseCode_02
Std_ID_227,CourseCode_02
Std_ID_136,CourseCode_02
Std_ID_187,CourseCode_02
Std_ID_216,CourseCode_02
Std_ID_056,CourseCode_02
